id,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,class_bird,french_name,english_name
105,"Wilson, A, 1812",,-,vociferus,"
 ",Caprimulgidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/engoulevent.bois-pourri.bkma.0p.jpg,https://www.oiseaux.net/maps/images/engoulevent.bois-pourri.1.200.w.png,Caprimulgiformes,42 à 69 g,27 cm,Engoulevent bois-pourri (Antrostomus vociferus) est un oiseau qui appartient à la famille des Caprimulgidés.,Engoulevent bois-pourri,105.Whip_poor_Will,Engoulevent bois-pourri,Eastern whip-poor-will
88,"Audubon, 1844",,41 cm.,neglecta,"
 ",Ictéridés,https://www.oiseaux.net/photos/serge.nicolle/images/sturnelle.de.l.ouest.seni.0p.jpg,https://www.oiseaux.net/maps/images/sturnelle.de.l.ouest.1.200.w.png,Passériformes,89 à 115 g,21 cm,"Le mâle nuptial affiche un capuchon brun-noirâtre avec une raie centrale blanche qui contraste. Le large sourcil blanchâtre qui surmonte l'iris noir est sensiblement jaune en avant de l'oeil. Les lores et les couvertures auriculaires sont gris. La strie noire qui part de l'arrière de l'oeil est de la même couleur que le capuchon. L'anneau oculaire blanchâtre est à peine perceptible sur la face pâle. L'ensemble des parties supérieures est parcouru par un réseau complexe de barres et de stries. Chaque plume du dos et des scapulaires est gris-brun sombre avec une large terminaison brun clair. Elle est bordée de chamois sur toute la longueur des deux côtés. Ces pâles marques s'usent au cours de la saison si bien que le dos paraît plus sombre à la fin de l'été. Les grandes couvertures portent de fines barres blanches. La queue est barrée, les trois rectrices extérieures sont blanchâtres avec une petite tache sombre à leur extrémité. Le dessous est majoritairement jaune éclatant du menton jusqu'à la zone anale. La poitrine porte un large V Noir. Les flancs sont gris pâle avec des stries noires jusqu'aux sous-caudales. Le bec est bleu grisâtre avec une pointe et culmen sombre. Les pattes sont couleur chair. 
En période non-nuptiale, le mâle possède un plumage frais qui, contradictoirement, le fait paraître plus terne et masque partiellement ses caractères les plus remarquables. Ainsi, le dos et les scapulaires présentent des franges complètes pâles qui donnent au dessus un aspect écaillé. Le jaune des parties inférieures affiche un aspect plus terne en raison de la bordure chamois des plumes. De même, le V noir de la poitrine est moins visible car en partie masqué par des bordures grises ou chamois. Le jaune des joues est complètement obscurci par des terminaisons sombres. 
La femelle nuptiale est presque identique à son partenaire, si ce n'est qu'elle paraît plus pâle et affiche moins de jaune sur les joues. Le V noir pectoral est plus réduit. Une femelle seule ne peut être identifiée à coup sûr. Elle ne peut l'être qu'en présence d'un mâle, et en utilisant des critères comme le chant et le comportement. La femelle en plumage non-nuptial, est plus terne, pour les même raisons que le mâle. Les immatures se distinguent des adultes par la série de petites taches sombres qui maculent la poitrine et qui remplacent le V habituel de leurs parents.",Sturnelle de l'Ouest,088.Western_Meadowlark,Sturnelle de l'Ouest,Western meadowlark
30,"Wilson, A, 1812",,-,ossifragus,"
 ",Corvidés,https://www.oiseaux.net/photos/serge.nicolle/images/corneille.de.rivage.seni.0p.jpg,https://www.oiseaux.net/maps/images/corneille.de.rivage.1.200.w.png,Passériformes,195 à 332 g,41 cm,Corneille de rivage (Corvus ossifragus) est un oiseau qui appartient à la famille des Corvidés.,Corneille de rivage,030.Fish_Crow,Corneille de rivage,Fish Crow
29,"Brehm, CL, 1822",,85 à 100 cm.,brachyrhynchos,"
 ",Corvidés,https://www.oiseaux.net/photos/denis.chavigny/images/corneille.d.amerique.dcha.0p.jpg,,Passériformes,315 à 620 g,53 cm,Corneille d'Amérique (Corvus brachyrhynchos) est un oiseau qui appartient à la famille des Corvidés.,Corneille d'Amérique,029.American_Crow,Corneille d'Amérique,American Crow
23,"Brandt, JF, 1837",,108 cm.,penicillatus,"
 ",Phalacrocoracidés,https://www.oiseaux.net/photos/serge.nicolle/images/cormoran.de.brandt.seni.0p.jpg,https://www.oiseaux.net/maps/images/cormoran.de.brandt.1.200.w.png,Suliformes,1400 à 2700 g,89 cm,"Les cormorans de Brandt sont grands et possèdent un long bec mince. Les adultes sont d'un noir uni, alors que les juvéniles allient un mélange de chamois-brun et de noir. Les oiseaux de tout âge et de toute phase présentent des taches pâles aux joues. Pendant la période nuptiale, les adultes affichent une large tache bleue à la base du bec, juste en avant des joues claires. De tous les cormorans, c'est sûrement l'une des espèces qui possède la queue la plus brève. Les sexes sont quasiment identiques, le mâle étant légèrement plus grand. 

Les jeunes et les immatures sont noir brunâtre, avec du marron clair aux parties inférieures, d'une teinte plus pâle au niveau pectoral où il forme un V pâle dans la zone de transition entre le cou et la poitrine.",Cormoran de Brandt,023.Brandt_Cormorant,Cormoran de Brandt,Brandt's Cormorant
70,"Swainson, 1827",LC,-,thalassinus,"
 ",Trochilidés,https://www.oiseaux.net/photos/serge.nicolle/images/colibri.thalassin.seni.1p.jpg,https://www.oiseaux.net/maps/images/colibri.thalassin.1.200.w.png,Apodiformes,,12 cm,"Le dessus du plumage est vert bleuâtre avec une bande subterminale bleu-noir sur la queue. Ces oiseaux multicolores, de taille moyenne, varient de 10,5 à 11,5 centimètres. La queue exhibe une large bande violette sur la partie centrale des rectrices. Les décorations faciales et auriculaires exposent de remarquables brillances jaunes et dorées qui se poursuivent jusqu'aux taches vertes de la poitrine. 
Chez la femelle (seulement 9 g), les décorations de la face et de la poitrine sont légèrement plus visibles. Chez les juvéniles, les rémiges sont brun-ardoise ou avec une nuance de bronze foncé sur la nuque et le croupion. La race nominale se distingue très nettement des autres sous-espèces par son évidente tache bleu-violet. La race cyanotus, plus décrite dans l'encyclopédie du Venezuela par Kiliti comme un colibri montagnard, a un dessous plus pâle et plus remarquable.",Colibri thalassin,070.Green_Violetear,Colibri thalassin,Mexican Violetear
199,,,,,,,https://www.oiseaux.net/photos/ricketdi/images/troglodyte.des.forets.fori.2p.152.h.jpg,,,,,Troglodyte des forêts (Troglodytes hiemalis) est un oiseau qui appartient à la famille des Troglodytidés.,Troglodyte des forêts,199.Winter_Wren,Troglodyte des forêts,Winter Wren
67,"Lesson, R, 1829",LC,12 cm.,anna,"
 ",Trochilidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/colibri.d.anna.bkma.0p.jpg,,Apodiformes,3 à 5 g,11 cm,"Chez les Colibris d'Anna, les mâles ont un bec court, rectiligne et de couleur noire. La quasi-totalité des parties inférieures sont vert doré. La tête et les longues plumes latérales de la gorge exhibent une magnifique couleur rouge-rose foncé avec des reflets brillants. Les parties inférieures sont vertes avec de discrètes nuances grisâtres.
Les sous-caudales vertes sont bordées de gris. Le dos et les rectrices centrales sont vert doré. Les rectrices externe sont bronze verdâtre sombre. 
Les femelles sont semblables au mâle. La tête est grise avec une petit tache blanche en arrière de l'œil. Le masque rouge-rose des mâles est absent. De petits disques rouges apparaissent sur la gorge avec l'âge. Les rectrices médianes sont vert doré, le reste est noirâtre. Les rectrices extérieures ont des pointes terminales blanches.
Les juvéniles ont une livrée qui est assez identique à celle de la femelle.",Colibri d'Anna,067.Anna_Hummingbird,Colibri d'Anna,Anna's Hummingbird
68,"Linnaeus, 1758",LC,8 à 11 cm.,colubris,"
 ",Trochilidés,https://www.oiseaux.net/photos/denis.chavigny/images/colibri.a.gorge.rubis.dcha.1p.jpg,,Apodiformes,,9 cm,"Le Colibri à gorge rubis est reconnaissable à son long bec sombre et légèrement incurvé. Le mâle nuptial présente un plumage vert avec des reflets irisés. Il y a une fine tache blanche en arrière de l'œil. Une épaisse ligne noire traverse le haut des couverture auriculaires, des lores jusqu'en haut des joues, formant plus qu'une large moustache. La gorge couleur rubis est soulignée par une régulière ligne blanche qui marque une séparation entre la tête et le haut de la poitrine. Le reste des parties inférieures gris sombre est encadré par des flancs verdâtres.
Les ailes sont foncées, la queue est fourchue et brune sur les rectrices externes. Les rectrices centrales sont aussi vertes que le dos. Les pieds ont une teinte foncée. 
Les femelles ressemblent au mâle mais leur gorge et leur menton sont blancs avec des mouchetures sombres. La queue est moins fourchue et les rectrices externes sont arrondies avec des extrémités blanches. Le Colibri à gorge noire (Archilochus aleandri) ne peut être confondu avec le Colibri à gorge rubis.
Les immatures ont un menton plus ou moins taché de rubis.",Colibri à gorge rubis,068.Ruby_throated_Hummingbird,Colibri à gorge rubis,Ruby-throated Hummingbird
84,"Bruch, 1855",,-,brevirostris,"
 ",Laridés,https://www.oiseaux.net/photos/serge.nicolle/images/mouette.des.brumes.seni.1p.jpg,https://www.oiseaux.net/maps/images/mouette.des.brumes.1.200.w.png,Charadriiformes,340 à 450 g,38 cm,Mouette des brumes (Rissa brevirostris) est un oiseau qui appartient à la famille des Laridés.,Mouette des brumes,084.Red_legged_Kittiwake,Mouette des brumes,Red-legged kittiwake
47,"Linnaeus, 1758",,19 à 22 cm.,tristis,"
 ",Fringillidés,https://www.oiseaux.net/photos/denis.chavigny/images/chardonneret.jaune.dcha.0p.jpg,,Passériformes,11 à 20 g,13 cm,Chardonneret jaune (Spinus tristis) est un oiseau qui appartient à la famille des Fringillidés.,Chardonneret jaune,047.American_Goldfinch,Chardonneret jaune,American Goldfinch
93,,LC,,,,,https://www.oiseaux.net/photos/stephane.merle/images/cassenoix.d.amerique.stme.1p.152.h.jpg,https://www.oiseaux.net/maps/images/cassenoix.d.amerique.1.200.w.png,,,,"Le Cassenoix d'Amérique possède un bec relativement long, fin, pointu et légèrement recourbé. Il est orné de courtes vibrisses blanchâtres. Les lores et la face sont blanchâtres. Le reste de la tête et la plus grande partie du corps sont gris-pigeon. Le croupion est gris plus sombre, virant au gris noirâtre sur les couvertures sus-caudales. La partie basse du ventre et la zone anale sont blanches. En plumage usé, la tête peut paraître entièrement blanchâtre. Les couvertures alaires, excepté les tertiaires, sont noir brillant avec de larges extrémités blanches sur les secondaires. Le dessous des ailes est identique. La queue est blanche excepté la paire centrale de rectrices qui est noir brillant et la paire suivante qui est légèrement tachetée de noir. Les pattes et les pieds sont noirs, l'iris brun sombre.",Cassenoix d'Amérique,093.Clark_Nutcracker,Cassenoix d'Amérique,Clark's nutcracker
131,"Gmelin, JF, 1789",LC,24 cm.,gramineus,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.vesperal.seni.0p.jpg,https://www.oiseaux.net/maps/images/bruant.vesperal.1.200.w.png,Passériformes,20 à 28 g,18 cm,"Ce bruant à la grande taille et à la longue queue présente un ensemble gris-brun abondamment strié de sombre sur la poitrine et sur le dos. Les rectrices extérieures blanches sont parfaitement visibles dans toutes les situations. Le bruant vespéral possède un anneau orbital blanc qui entoure des iris brun sombre et des couvertures auriculaires pâles légèrement bordées de noir. Les scapulaires portent une tache roussâtre, rarement visible sur le terrain. Les pattes sont roses. Les deux sexes sont absolument identiques. Les immatures ressemblent aux adultes, avec toutefois la tache rousse absente de l'aile.",Bruant vespéral,131.Vesper_Sparrow,Bruant vespéral,Vesper Sparrow
121,"Gmelin, JF, 1789",,-,savannarum,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.sauterelle.seni.0p.jpg,https://www.oiseaux.net/maps/images/bruant.sauterelle.1.200.w.png,Passériformes,-,13 cm,Bruant sauterelle (Ammodramus savannarum) est un oiseau qui appartient à la famille des Passerellidés.,Bruant sauterelle,121.Grasshopper_Sparrow,Bruant sauterelle,Grasshopper Sparrow
128,,,,,,,,,,,,Bruant maritime (Ammospiza maritima) est un oiseau qui appartient à la famille des Passerellidés.,Bruant maritime,128.Seaside_Sparrow,Bruant maritime,Seaside Sparrow
116,"Bechstein, 1798",,19 à 21 cm.,passerina,"
 ",Passerellidés,https://www.oiseaux.net/photos/denis.chavigny/images/bruant.familier.dcha.0p.jpg,,Passériformes,11 à 15 g,14 cm,Bruant familier (Spizella passerina) est un oiseau qui appartient à la famille des Passerellidés.,Bruant familier,116.Chipping_Sparrow,Bruant familier,Chipping Sparrow
59,"Lawrence, 1854",,122 à 140 cm.,californicus,"
 ",Laridés,https://www.oiseaux.net/photos/serge.nicolle/images/goeland.de.californie.seni.0p.jpg,https://www.oiseaux.net/maps/images/goeland.de.californie.1.200.w.png,Charadriiformes,432 à 885 g,58 cm,Goéland de Californie (Larus californicus) est un oiseau qui appartient à la famille des Laridés.,Goéland de Californie,059.California_Gull,Goéland de Californie,California Gull
117,"Swainson, 1832",,20 cm.,pallida,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.des.plaines.seni.1p.jpg,https://www.oiseaux.net/maps/images/bruant.des.plaines.1.200.w.png,Passériformes,12 à 15 g,14 cm,"Les bruants des plaines sont des petits oiseaux à la longue queue. A l'image des autres bruants du genre spizella (qui comprend le bruant de Brewer, le bruant familier, le bruant hudsonien, le bruant des champs et le bruant à menton noir), les bruants des plaines présentent un bec court, une poitrine claire et une barre alaire. Les adultes en plumage nuptial ont un capuchon brun foncé avec de fines stries caractéristiques et une bande médiane blanche. Les joues chamois sont mises en valeur par un trait oculaire et une moustache sombre. La sous-moustache et le sourcil forment une large ligne blanche en seconde épaisseur. La poitrine et la nuque affichent une couleur gris uniforme. Le dos et les ailes sont majoritairement bruns avec des rayures noires. Le croupion est brun. 
Les adultes en plumage hivernal et les jeunes ressemblent aux bruants de Brewer et aux bruants familiers. Il n'est pas très facile de différencier les 3 espèces, surtout lorsque leurs aires de répartition coïncident. Deux caractères particuliers peuvent cependant apporter des éléments de réponse : 1°) Les taches des joues et le trait submoustachial, moins éclatants en période hivernale que pendant la saison de nidification, sont encore moins proéminents que ceux des autres bruants non-nuptiaux du genre spizella. 2°) En plumage éclipse, le bruant des plaines a tendance à afficher des parties supérieures plus chaudes et plus chamois, alors que ses proches parents sont généralement plus gris.",Bruant des plaines,117.Clay_colored_Sparrow,Bruant des plaines,Clay-colored Sparrow
126,"Allen, JA, 1875",,-,nelsoni,"
 ",Passerellidés,https://www.oiseaux.net/photos/denis.chavigny/images/bruant.de.nelson.dcha.0p.jpg,https://www.oiseaux.net/maps/images/bruant.de.nelson.1.200.w.png,Passériformes,-,14 cm,Bruant de Nelson (Ammospiza nelsoni) est un oiseau qui appartient à la famille des Passerellidés.,Bruant de Nelson,126.Nelson_Sharp_tailed_Sparrow,Bruant de Nelson,Nelson's Sparrow
124,,,,,,,,,,,,Bruant de Le Conte (Ammospiza leconteii) est un oiseau qui appartient à la famille des Passerellidés.,Bruant de Le Conte,124.Le_Conte_Sparrow,Bruant de Le Conte,LeConte's Sparrow
123,,,,,,,,,,,,Bruant de Henslow (Centronyx henslowii) est un oiseau qui appartient à la famille des Passerellidés.,Bruant de Henslow,123.Henslow_Sparrow,Bruant de Henslow,Henslow's Sparrow
115,"Cassin, 1856",,-,breweri,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.de.brewer.seni.0p.jpg,https://www.oiseaux.net/maps/images/bruant.de.brewer.1.200.w.png,Passériformes,-,15 cm,Bruant de Brewer (Spizella breweri) est un oiseau qui appartient à la famille des Passerellidés.,Bruant de Brewer,115.Brewer_Sparrow,Bruant de Brewer,Brewer's Sparrow
113,,,,,,,,,,,,Bruant de Baird (Centronyx bairdii) est un oiseau qui appartient à la famille des Passerellidés.,Bruant de Baird,113.Baird_Sparrow,Bruant de Baird,Baird's Sparrow
114,"Cassin, 1850",,22 cm.,bilineata,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.a.gorge.noire.seni.0p.jpg,,Passériformes,11 à 15 g,15 cm,Bruant à gorge noire (Amphispiza bilineata) est un oiseau qui appartient à la famille des Passerellidés.,Bruant à gorge noire,114.Black_throated_Sparrow,Bruant à gorge noire,Black-throated Sparrow
122,"Nuttall, 1840",,-,querula,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/bruant.a.face.noire.seni.0p.jpg,https://www.oiseaux.net/maps/images/bruant.a.face.noire.1.200.w.png,Passériformes,-,19 cm,Bruant à face noire (Zonotrichia querula) est un oiseau qui appartient à la famille des Passerellidés.,Bruant à face noire,122.Harris_Sparrow,Bruant à face noire,Harris's Sparrow
8,,,,,,,https://www.oiseaux.net/photos/patrick.gallet/images/macareux.rhinoceros.paga.1p.152.h.jpg,,,,,Macareux rhinocéros (Cerorhinca monocerata) est un oiseau qui appartient à la famille des Alcidés.,Macareux rhinocéros,008.Rhinoceros_Auklet,Macareux rhinocéros,Rhinoceros Auklet
4,"Swainson, 1827",,-,sulcirostris,"
 ",Cuculidés,https://www.oiseaux.net/photos/serge.nicolle/images/ani.a.bec.cannele.seni.1p.jpg,https://www.oiseaux.net/maps/images/ani.a.bec.cannele.1.200.w.png,Cuculiformes,,32 cm,Ani à bec cannelé (Crotophaga sulcirostris) est un oiseau qui appartient à la famille des Cuculidés.,Ani à bec cannelé,004.Groove_billed_Ani,Ani à bec cannelé,Groove-billed Ani
3,"Forster, JR, 1785",,183 à 232 cm.,palpebrata,"
 ",Diomédéidés,https://www.oiseaux.net/photos/john.gerrard.keulemans/images/albatros.fuligineux.jgke.0p.jpg,,Procellariiformes,2620 à 3700 g,93 cm,"L'Albatros fuligineux est un grand oiseau marin qui mesure entre 1,8 et 2,3 mètres d'envergure. Il reste cependant un albatros de taille moyenne. La silhouette de cette espèce est fine du fait d'une queue relativement longue et de longues ailes fines et pointues. Le plumage de cet oiseau est fuligineux, c'est à dire gris-brun avec des nuances en intensité et en clarté. Il varie un peu suivant l'âge et la saison mais aussi suivant les individus. De plus, la luminosité joue beaucoup sur la perception de la teinte par l'observateur : lorsqu'il y a peu de lumière, l'oiseau apparaît plus sombre et les parties claires ressortent davantage. Il n'y a pas de dimorphisme sexuel par le plumage, la femelle est simplement légèrement plus petite que le mâle. 
Le corps de l'adulte, tête exceptée, est brun clair, cendré ou presque blanc suivant les individus, le reste du plumage gris-brun foncé. Le contraste entre les deux est faible mais nettement visible. Les parties les plus sombres sont l'avant de la tête, les rémiges et les rectrices. Les couvertures sous-alaires sont pâles comme le corps et contrastent avec les rémiges sombres. De près, le rachis des rémiges primaires et des rectrices centrales est jaune clair. 
Comparée au reste du corps, la tête de l'adulte est très foncée. L'œil, brun foncé, est souligné à l'arrière d'un demi-cercle oculaire blanc. Le bec est grand mais relativement fin pour un albatros. Il est de couleur noire avec une ligne bleu clair de chaque côté de la mandibule inférieure. Le plus souvent, cette ligne est perçue comme blanche. Les pattes palmées sont grises ou rosées. 
Le juvénile et l'immature sont semblables à l'adulte mais ils sont plus pâles. Le rachis des rémiges primaires est sombre. Les demi-cercles oculaires et les lignes sur le bec sont aussi plus foncés, donc moins visibles. 
Le poussin a un duvet gris foncé bien fourni avec le bec, les yeux et leur pourtour noirs. Il a surtout un masque de peau nue, blanc ou gris clair, qui va du bec aux yeux en les incluant. 
L'Albatros fuligineux peut être confondu avec l'Albatros brun (Phoebetria fusca) car ce sont deux espèces qui sont morphologiquement très proches. De plus, bien que ce dernier vive plus au nord, leurs aires de répartition se chevauchent. L'Albatros brun est de couleur brun foncé uniforme et ne présente donc pas les deux teintes de l'Albatros fuligineux mais il peut paraître plus clair lorsque son plumage est usé. Les anglo-saxons désignent ces deux espèces par leur plumage : ils nomment l'Albatros fuligineux ""Albatros fuligineux à dos clair"" et l'Albatros brun ""Albatros fuligineux à dos sombre"". Le vol de l'Albatros brun est moins gracieux mais la différence est difficile à observer. 
En mer, de loin et dans de mauvaises conditions d'observation, l'Albatros fuligineux peut être confondu avec les Pétrels géants et de Hall (Macronectes spp.). Ces espèces sont toutefois moins effilées, ont un vol beaucoup plus lourd et leur plumage est entièrement brun ou moucheté.",Albatros fuligineux,003.Sooty_Albatross,Albatros fuligineux,Light-mantled Albatross
24,"Gmelin, JF, 1789",,122 cm.,urile,"
 ",Phalacrocoracidés,https://www.oiseaux.net/photos/serge.nicolle/images/cormoran.a.face.rouge.seni.1p.jpg,https://www.oiseaux.net/maps/images/cormoran.a.face.rouge.1.200.w.png,Suliformes,1644 à 2552 g,89 cm,Cormoran à face rouge (Urile urile) est un oiseau qui appartient à la famille des Phalacrocoracidés.,Cormoran à face rouge,024.Red_faced_Cormorant,Cormoran à face rouge,Red-faced Cormorant
69,"Gmelin, JF, 1788",,11 cm.,rufus,"
 ",Trochilidés,https://www.oiseaux.net/photos/serge.nicolle/images/colibri.roux.seni.0p.jpg,,Apodiformes,,8 cm,"Chez les Colibris roux, le mâle a un bec moyen, rectiligne et de couleur noire. Le capuchon est vert-bronze, le reste des parties supérieures est roux. Occasionnellement, il y a quelques plumes vertes sur le dos. La gorge est bronze écarlate irisé à vert doré. Le reste du dessous est blanc sur la poitrine, virant au roux sur le bas du ventre. La queue est arrondie, rousse sur le dessus avec des terminaisons noires sur les paires centrales. Les 3 paires extérieures des rectrices ont les filets extérieurs et les pointes gris foncé.
Chez les femelles, il y a du vert bronzé sur la tête. Les plumes noires de la gorge ont des pointes bronze irisé, se transformant parfois en une large brillante. Le reste des parties inférieures, y compris le menton, sont blanc terne. Les rectrices centrales sont métalliques. Les rectrices latérales sont rousses, avec une bande subterminale verte et noire et une pointe blanche. 
Les immatures ressemblent à la femelle adulte.",Colibri roux,069.Rufous_Hummingbird,Colibri roux,Rufous Hummingbird
119,"Wilson, A, 1810",,20 cm.,pusilla,"
 ",Passerellidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/bruant.des.champs.bkma.0p.jpg,,Passériformes,11 à 15 g,15 cm,Bruant des champs (Spizella pusilla) est un oiseau qui appartient à la famille des Passerellidés.,Bruant des champs,119.Field_Sparrow,Bruant des champs,Field Sparrow
78,"Gmelin, JF, 1788",LC,35 cm.,dominicensis,"
 ",Tyrannidés,https://www.oiseaux.net/photos/serge.nicolle/images/tyran.gris.seni.2p.jpg,https://www.oiseaux.net/maps/images/tyran.gris.1.200.w.png,Passériformes,44 à 47 g,25 cm,"Le Tyran gris est un passereau de la taille d'un merle, appartenant à la famille américaine des Tyrannidés. Le dessus, de la calotte aux sus-caudales, est gris foncé alors que tout le dessous est blanc, légèrement teinté de gris à la poitrine. Les ailes et la queue sont presque noires, avec parfois des reflets brun-roux. Les plumes des ailes (couvertures alaires et rémiges) sont bordées d'un liséré blanchâtre. Une raie orangée parcourt le haut de la calotte mais elle n'est visible que lorsque l'oiseau hérisse les plumes de sa tête. Un masque noir entoure l'œil en partant du bec et sépare la calotte grise des joues blanches. Le bec, assez fort et noir, est légèrement crochu à l'extrémité. Les pattes plutôt courtes sont noires. La queue est échancrée. Mâle et femelle sont identiques.",Tyran gris,078.Gray_Kingbird,Tyran gris,Grey Kingbird
155,"Vieillot, 1808",,22 cm.,gilvus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.melodieux.dcha.0p.jpg,,Passériformes,10 à 16 g,14 cm,Viréo mélodieux (Vireo gilvus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo mélodieux,155.Warbling_Vireo,Viréo mélodieux,Warbling Vireo
153,"Cassin, 1851",,20 à 23 cm.,philadelphicus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.de.philadelphie.dcha.0p.jpg,,Passériformes,12 à 16 g,13 cm,Viréo de Philadelphie (Vireo philadelphicus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo de Philadelphie,153.Philadelphia_Vireo,Viréo de Philadelphie,Philadelphia Vireo
156,"Boddaert, 1783",,-,griseus,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.aux.yeux.blancs.seni.1p.jpg,https://www.oiseaux.net/maps/images/vireo.aux.yeux.blancs.1.200.w.png,Passériformes,-,14 cm,Viréo aux yeux blancs (Vireo griseus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo aux yeux blancs,156.White_eyed_Vireo,Viréo aux yeux blancs,White-eyed Vireo
100,"Linnaeus, 1766",LC,203 à 228 cm.,occidentalis,"
 ",Pélécanidés,https://www.oiseaux.net/photos/serge.nicolle/images/pelican.brun.seni.8p.jpg,,Pélécaniformes,6500 à 9000 g,152 cm,"Les pattes sont courtes, l'allure est lourde et massive. Le très long bec est pourvu, au dessous de la mandibule inférieure, d'une poche de peau brunâtre dilatable qui lui sert d'épuisette pour capturer les poissons. La tête, en grande partie blanche, est recouverte à son sommet d'une calotte jaunâtre. La nuque et le cou sont blancs et brun-marron. Le bec peut être foncé ou plus clair selon l'endroit.
Le dessus du corps gris strié de brun contraste harmonieusement avec le dessous brun foncé. La peau nue de la face a une coloration bleuâtre. Les pattes et les doigts palmés sont gris-noir.
Les deux sexes sont semblables.
Le juvénile a un plumage brun foncé avec les parties inférieures blanches. Il obtient son plumage d'adulte à trois ans.",Pélican brun,100.Brown_Pelican,Pélican brun,Brown pelican
152,"Wilson, A, 1810",,20 à 24 cm.,solitarius,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.a.tete.bleue.seni.2p.jpg,,Passériformes,13 à 19 g,15 cm,Viréo à tête bleue (Vireo solitarius) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à tête bleue,152.Blue_headed_Vireo,Viréo à tête bleue,Blue-headed Vireo
154,"Linnaeus, 1766",,23 à 25 cm.,olivaceus,"
 ",Viréonidés,https://www.oiseaux.net/photos/denis.chavigny/images/vireo.a.oeil.rouge.dcha.2p.jpg,,Passériformes,12 à 26 g,16 cm,Viréo à oeil rouge (Vireo olivaceus) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à oeil rouge,154.Red_eyed_Vireo,Viréo à oeil rouge,Red-eyed Vireo
157,"Vieillot, 1808",,-,flavifrons,"
 ",Viréonidés,https://www.oiseaux.net/photos/serge.nicolle/images/vireo.a.gorge.jaune.seni.0p.jpg,https://www.oiseaux.net/maps/images/vireo.a.gorge.jaune.1.200.w.png,Passériformes,-,15 cm,Viréo à gorge jaune (Vireo flavifrons) est un oiseau qui appartient à la famille des Viréonidés.,Viréo à gorge jaune,157.Yellow_throated_Vireo,Viréo à gorge jaune,Yellow-throated Vireo
197,"Wilson, A, 1810",,-,palustris,"
 ",Troglodytidés,https://www.oiseaux.net/photos/denis.chavigny/images/troglodyte.des.marais.dcha.1p.jpg,https://www.oiseaux.net/maps/images/troglodyte.des.marais.1.200.w.png,Passériformes,9 à 14 g,13 cm,"Bien qu'il soit habituellement le seul troglodyte dans son habitat spécifique, on le trouve parfois en compagnie du troglodyte à bec court. Il se distingue de ce dernier par sa plus grande taille et son bec proportionnellement plus long. Il possède aussi un sourcil bien plus proéminent, constrastant avec sa calotte brune ou noirâtre sans stries ainsi que des couvertures sous-caudales plus pâles. 
Le dessus de la tête est brun-noir uni, plus foncé sur les côtés, formant une calotte qui contraste avec le brun-olive des côtés du cou. La partie centrale du dos est noir terne avec d'évidentes stries longitudinales blanchâtres qui se poursuivent jusqu'à mi-dos et à la partie supérieure du croupion en contrastant avec les épaules, les côtés du dos et le bas du croupion qui sont brun moyen. Les primaires et les secondaires sont gris noirâtre plus foncé, avec des barres brunes peu évidentes sur les filets extérieurs. Les rectrices affichent une teinte brun moyen et des barres parallèles plus foncées, plus larges et plus évidentes sur les plumes latérales. La tête porte un large sourcil gris-brun qui tranche remarquablement avec le capuchon sombre et les couvertures auriculaires brun moyen. La gorge, la poitrine et le ventre sont gris, virant au chamois sur les côtés. La partie basse du ventre est chamoisée, devenant plus éclatante et plus sombre sur les flancs et la zone anale. Le dessous des ailes est grisâtre. Les yeux sont bruns, le bec brun foncé dessus, brun jaunâtre dessous. Les pattes sont brun pâle. 
Les jeunes sont généralement plus ternes que les adultes. Les stries sur le dos sont réduites ou absentes, le sourcil bien moins évident. Les barres de rémiges sont plus discrètes. La poitrine porte souvent une bande chamois terne.",Troglodyte des marais,197.Marsh_Wren,Troglodyte des marais,Marsh Wren
